Unique-id,namea,OffTask,Avgright,Avgbug,Avghelp,Avgchoice,Avgstring,Avgnumber,Avgpoint,Avgpchange,Avgtime,AvgtimeSDnormed,Avgtimelast3SDnormed,Avgtimelast5SDnormed,Avgnotright,Avghowmanywrong-up,Avghelppct-up,Avgwrongpct-up,Avgtimeperact-up,AvgPrev3Count-up,AvgPrev5Count-up,Avgrecent8help,Avg recent5wrong,Avgmanywrong-up,AvgasymptoteA-up,AvgasymptoteB-up,right,bug,pknow-1,Pknow-2,pchange,time,timeSDnormed,timelast3SDnormed,timelast5SDnormed,notright,howmanywrong-up,wrongpct-up,timeperact-up,Prev3Count-up,Prev5Count-up, recent5wrong,manywrong-up,Behaviour,Pchange_so_far,right_so_far,pknow-1_right,Pknow-2_right,pct_wrong,tsd_wrong,conuts-prev3,conuts-prev5,tsd_prev3,tsd_prev5
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-21,stuZ6dkan1,N,0.75,0.0,0,0,0,0,0,0.0,8.0,-0.106510175,0.484237566,1.683712562,0.25,0.25,0,0.75,7.803174603,0.0,0.0,0,0.0,0.0,0,0,0,0,0.990681806,0.990681806,0,19,0.283388145,-0.709428844,0.381210477,1,1,3,14.85714286,0,0,0,0,ON TASK,0,1,0.0,0.0,2.9702970297029703,0.8501644349999999,0,0,-0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-22,stuZp2z1xx,N,0.75,0.0,0,0,0,0,0,0.5,4.75,-0.353507107,-0.754676658,-1.941307713,0.25,4.0,0,0.0,11.2452381,0.0,0.5,0,1.0,0.0,0,0,0,0,-1.0,0.196345412,1,4,-0.677452177,-0.736576252,-1.655552798,1,10,0,14.93333333,0,0,1,0,ON TASK,1,1,-0.0,0.0,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-23,stuZa66jjy,N,1.0,0.0,0,0,0,0,0,0.0,13.0,0.103753075,1.238015567,0.20484557,0.0,0.0,0,0.0,17.125,0.0,0.0,0,1.0,0.0,0,0,1,0,0.999899152,0.999899152,0,23,0.757619529,1.027885376,0.28476438,0,0,0,28.25,0,0,1,0,ON TASK,0,0,0.999899152,0.999899152,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-24,stuZvj7632,N,0.8,0.0,0,0,0,0,0,0.0,5.2,-0.560958401,-1.649690098,-2.146278703,0.2,0.6,0,0.4,8.666969697,0.0,0.0,0,0.0,0.0,0,0,0,0,0.999913178,0.999913178,0,16,-0.302292092,-2.153928487,-3.502499915,1,2,2,27.0,0,0,0,0,ON TASK,0,1,0.0,0.0,0.9950248756218907,-0.604584184,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-26,stuZu7hfhw,N,1.0,0.0,0,0,0,0,0,0.0,3.666666667,-0.569936544,-1.112099757,-2.545582692,0.0,0.666666667,0,0.0,7.131907308,0.0,0.0,0,0.0,0.0,0,0,1,0,1.0,1.0,0,6,-0.340606706,-1.464947606,-2.457382111,0,0,0,10.94117647,0,0,0,0,ON TASK,0,0,1.0,1.0,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-28,stuZf5hc3l,N,0.5,0.5,0,0,0,0,0,0.0,7.0,0.0,2.438423129,1.058725714,0.5,0.5,0,1.0,10.16666667,0.0,0.0,0,0.0,0.0,0,0,0,1,0.227491469,0.227491469,0,5,0.0,2.850493653,1.128043539,1,1,2,12.0,0,0,0,0,ON TASK,0,1,0.0,0.0,1.9801980198019802,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-29,stuZchrz7k,N,1.0,0.0,0,0,0,0,0,0.0,16.5,-0.242331505,-0.254695911,-1.390241714,0.0,0.0,0,0.0,23.11111111,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999999919,0.999999919,0,33,0.413646055,-0.742951941,-1.405708841,0,0,0,39.22222222,0,0,0,0,ON TASK,0,0,0.999999919,0.999999919,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-30,stuZ4yabys,N,1.0,0.0,0,0,0,0,0,0.0,4.0,-0.318181818,-1.97394712,-2.224092212,0.0,0.0,0,0.0,6.666666667,0.0,0.0,0,0.0,0.0,0,0,1,0,1.0,1.0,0,4,-0.318181818,-1.97394712,-2.224092212,0,0,0,6.666666667,0,0,0,0,ON TASK,0,0,1.0,1.0,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-31,stuZlawq0v,N,1.0,0.0,0,0,0,0,0,0.0,19.0,0.464682941,0.216590363,0.967192761,0.0,1.0,0,0.0,10.18181818,0.0,0.0,0,0.0,0.0,0,0,1,0,0.738982849,0.738982849,0,19,0.464682941,0.216590363,0.967192761,0,1,0,10.18181818,0,0,0,0,ON TASK,0,0,0.738982849,0.738982849,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-32,stuZz2vfqg,N,1.0,0.0,0,0,0,0,0,0.0,1.5,-0.649342765,-0.026650735,-1.335149095,0.0,0.0,0,0.0,14.75,0.0,0.0,0,0.0,0.0,0,0,1,0,0.988464307,0.988464307,0,3,-0.352098765,-0.039686029,-1.58644655,0,0,0,15.5,0,0,0,0,ON TASK,0,0,0.988464307,0.988464307,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-34,stuZbju6cm,N,1.0,0.0,0,0,0,0,0,1.0,26.0,1.358888356,0.307559468,-0.726541865,0.0,1.0,0,0.0,9.928571429,1.0,1.0,0,1.0,0.0,0,0,1,0,-1.0,1.0,1,26,1.358888356,0.307559468,-0.726541865,0,1,0,9.928571429,1,1,1,0,ON TASK,1,0,-1.0,1.0,0.0,0.0,1,1,0.307559468,-0.726541865
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-35,stuZy5vvzo,N,1.0,0.0,0,0,0,0,0,0.333333333,6.0,-0.251476091,-1.718515059,-2.809340332,0.0,0.666666667,0,0.0,11.33333333,0.666666667,0.666666667,0,2.0,0.0,0,0,1,0,1.0,1.0,0,5,-0.108108108,-1.404158004,-2.608518149,0,0,0,6.0,0,0,2,0,ON TASK,0,0,1.0,1.0,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-38,stuZw5vc19,N,1.0,0.0,0,0,0,0,0,0.0,14.0,0.736076267,-0.243580529,-1.283229181,0.0,2.0,0,0.0,8.357142857,0.0,0.0,0,2.0,0.0,0,0,1,0,0.999983359,0.999983359,0,14,0.736076267,-0.243580529,-1.283229181,0,2,0,8.357142857,0,0,2,0,ON TASK,0,0,0.999983359,0.999983359,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-39,stuZx59mub,N,1.0,0.0,0,0,0,0,0,0.0,51.0,-0.133333333,-1.270083328,-1.391633354,0.0,0.0,0,0.0,35.75,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999899152,0.999899152,0,51,-0.133333333,-1.270083328,-1.391633354,0,0,0,35.75,0,0,0,0,ON TASK,0,0,0.999899152,0.999899152,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-4,stuZchrz7k,N,0.5,0.0,0,0,0,0,0,0.0,35.0,1.97575359,0.549996703,2.685707623,0.5,0.5,0,0.5,35.25,0.0,0.0,0,1.0,0.0,0,0,0,0,0.28609832,0.28609832,0,55,3.350157729,0.990539673,2.831945066,1,1,1,55.0,0,0,1,0,ON TASK,0,1,0.0,0.0,0.9900990099009901,3.350157729,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-41,stuZqof4gv,N,1.0,0.0,0,0,0,0,0,0.0,9.5,-0.261935202,-0.661036793,-0.475423261,0.0,2.0,0,0.0,9.666666667,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999899152,0.999899152,0,13,-0.15969257,-0.996971864,-0.416552284,0,4,0,13.33333333,0,0,0,0,ON TASK,0,0,0.999899152,0.999899152,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-42,stuZzwgcq9,Y,1.0,0.0,0,0,0,0,0,0.0,29.0,1.368325901,7.612618086,8.273594563,0.0,2.0,0,0.0,39.18181818,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999991929,0.999991929,0,29,1.368325901,7.612618086,8.273594563,0,2,0,39.18181818,0,0,0,0,OFF TASK,0,0,0.999991929,0.999991929,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-43,stuZxtsjjl,N,1.0,0.0,0,0,0,0,0,0.0,12.5,0.082456398,1.803184129,1.059154146,0.0,0.0,0,0.0,11.875,0.0,0.0,0,1.0,0.0,0,0,1,0,0.99982104,0.99982104,0,18,0.391448794,1.986106606,1.018725654,0,0,0,16.75,0,0,1,0,ON TASK,0,0,0.99982104,0.99982104,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-44,stuZcqzzcc,N,0.0,0.0,0,0,0,0,0,0.875,2.5,-0.633039618,-1.895805165,-3.182970525,1.0,34.25,0,29.125,6.872097172,2.625,4.375,0,3.75,0.875,0,0,0,0,0.990075372,0.990075372,0,3,-0.747929711,-1.770010817,-2.76365603,1,1,3,8.714285714,0,0,4,0,ON TASK,0,1,0.0,0.0,2.9702970297029703,-2.243789133,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-45,stuZdzt2zw,N,1.0,0.0,0,0,0,0,0,0.0,6.5,0.003602077,0.593549242,1.51047257,0.0,2.5,0,0.0,10.43706294,0.0,0.0,0,0.0,0.0,0,0,1,0,0.814318355,0.814318355,0,5,0.113318284,0.215312873,1.417217871,0,4,0,6.181818182,0,0,0,0,ON TASK,0,0,0.814318355,0.814318355,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-46,stuZ6dkan1,N,1.0,0.0,0,0,0,0,0,0.0,11.5,-0.262963021,-0.09623547,-0.492635024,0.0,0.0,0,0.0,25.91071429,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999999919,0.999999919,0,23,0.398113883,-0.256896737,-1.00511886,0,0,0,29.57142857,0,0,0,0,ON TASK,0,0,0.999999919,0.999999919,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-47,stuZp2z1xx,Y,1.0,0.0,0,0,0,0,0,0.0,39.0,2.494649417,-1.308908461,-1.899154195,0.0,4.0,0,0.0,12.75,0.0,0.0,0,1.0,0.0,0,0,1,0,0.999997363,0.999997363,0,39,2.494649417,-1.308908461,-1.899154195,0,4,0,12.75,0,0,1,0,OFF TASK,0,0,0.999997363,0.999997363,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-48,stuZa66jjy,N,0.333333333,0.0,0,0,0,0,0,1.0,5.333333333,-0.410612245,2.761554058,2.556020972,0.666666667,3.666666667,0,0.0,8.975989783,2.666666667,3.0,0,2.0,0.0,0,0,1,0,-1.0,0.999997347,1,7,-0.255510204,1.932244898,2.69935605,0,4,0,10.2,3,4,2,0,ON TASK,1,0,-1.0,0.999997347,0.0,-0.0,3,4,5.7967346939999995,10.7974242
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-49,stuZvj7632,N,1.0,0.0,0,0,0,0,0,0.0,27.0,0.803210576,-0.90800442,0.439840461,0.0,0.0,0,0.0,15.8,0.0,0.0,0,1.0,0.0,0,0,1,0,0.999999999,0.999999999,0,27,0.803210576,-0.90800442,0.439840461,0,0,0,15.8,0,0,1,0,ON TASK,0,0,0.999999999,0.999999999,0.0,0.0,0,0,-0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-5,stuZ4yabys,N,1.0,0.0,0,0,0,0,0,0.0,6.0,-0.056179775,-1.035258359,-2.501252962,0.0,0.0,0,0.0,6.625,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999999992,0.999999992,0,6,-0.056179775,-1.035258359,-2.501252962,0,0,0,6.625,0,0,0,0,ON TASK,0,0,0.999999992,0.999999992,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-53,stuZf5hc3l,N,1.0,0.0,0,0,0,0,0,1.0,21.0,1.201855496,2.219025067,2.881008677,0.0,2.0,0,0.0,14.42857143,2.0,2.0,0,2.0,0.0,0,0,1,0,-1.0,0.999990623,1,21,1.201855496,2.219025067,2.881008677,0,2,0,14.42857143,2,2,2,0,ON TASK,1,0,-1.0,0.999990623,0.0,0.0,2,2,4.438050134,5.762017354
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-54,stuZchrz7k,N,0.0,0.0,0,0,0,0,0,1.0,3.0,-0.796363636,-0.580901822,-1.23156095,1.0,2.5,0,2.0,14.86538462,1.5,1.5,0,0.0,0.0,0,0,0,0,-1.0,0.967777952,1,6,-0.643636364,-0.877027824,-1.474090194,1,3,4,11.23076923,2,2,0,0,ON TASK,1,1,-0.0,0.0,1.3289036544850499,-2.574545456,2,2,-1.754055648,-2.948180388
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-55,stuZ4yabys,N,0.0,0.0,0,0,0,0,0,0.5,15.0,0.026710516,-0.884056034,-1.608479158,1.0,1.5,0,2.5,17.44090909,0.5,0.5,0,1.0,0.0,0,0,0,0,-1.0,0.999999296,1,12,-0.165797706,-0.695779999,-1.14961865,1,2,3,17.18181818,1,1,1,0,ON TASK,1,1,-0.0,0.0,1.492537313432836,-0.49739311799999997,1,1,-0.695779999,-1.14961865
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-57,stuZz2vfqg,N,0.666666667,0.0,0,0,0,0,0,0.333333333,8.333333333,-0.31446382,-1.948786415,-2.484869357,0.333333333,1.666666667,0,5.666666667,10.84587814,0.333333333,0.333333333,0,0.666666667,0.0,0,0,1,0,0.998916343,0.998916343,0,13,-0.296953465,-1.457114935,-2.799188576,0,1,0,15.33333333,0,0,1,0,ON TASK,0,0,0.998916343,0.998916343,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-59,stuZbju6cm,N,1.0,0.0,0,0,0,0,0,0.0,13.0,0.034364261,1.543936799,0.84485263,0.0,2.0,0,0.0,13.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999999992,0.999999992,0,13,0.034364261,1.543936799,0.84485263,0,2,0,13.0,0,0,0,0,ON TASK,0,0,0.999999992,0.999999992,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-6,stuZlawq0v,N,0.666666667,0.0,0,0,0,0,0,0.333333333,8.0,0.025173744,-0.859333621,-1.735780715,0.333333333,4.333333333,0,2.666666667,5.555555556,0.0,0.0,0,2.333333333,0.0,0,0,0,0,-1.0,0.735153049,1,24,1.795429962,-1.144469426,-2.071717972,1,13,8,16.66666667,0,0,2,0,ON TASK,1,1,-0.0,0.0,0.6149116064565718,14.363439696,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-60,stuZy5vvzo,N,0.0,0.0,0,0,0,0,0,1.0,6.0,-0.52071522,1.506998924,1.12778779,1.0,4.5,0,0.0,15.11538462,2.5,2.5,0,3.0,0.5,0,0,0,0,-1.0,0.999999998,1,12,-0.109899695,0.149585696,1.118339299,1,5,0,15.0,3,3,3,1,ON TASK,1,1,-0.0,0.0,0.0,-0.0,3,3,0.44875708799999997,3.355017897
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-64,stuZx59mub,N,1.0,0.0,0,0,0,0,0,0.0,19.0,0.412049025,-0.235871239,-0.552407894,0.0,0.0,0,0.0,19.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999999999,0.999999999,0,19,0.412049025,-0.235871239,-0.552407894,0,0,0,19.0,0,0,0,0,ON TASK,0,0,0.999999999,0.999999999,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-67,stuZzwgcq9,N,0.0,0.0,0,0,0,0,0,1.0,205.0,13.54153663,32.65928055,40.30004678,1.0,2.0,0,2.0,41.5,1.0,1.0,0,1.0,0.0,0,0,0,0,-1.0,0.999997347,1,205,13.54153663,32.65928055,40.30004678,1,2,2,41.5,1,1,1,0,ON TASK,1,1,-0.0,0.0,0.9950248756218907,27.08307326,1,1,32.65928055,40.30004678
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-68,stuZxtsjjl,N,1.0,0.0,0,0,0,0,0,0.0,5.666666667,-0.21904679,-0.25424489,-1.088126508,0.0,0.0,0,0.0,7.479365079,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999999919,0.999999919,0,9,-0.069387755,0.023642949,-1.02345643,0,0,0,8.571428571,0,0,0,0,ON TASK,0,0,0.999999919,0.999999919,0.0,-0.0,0,0,0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-7,stuZz2vfqg,N,1.0,0.0,0,0,0,0,0,0.0,8.0,0.0,-0.671438467,-0.945023373,0.0,0.0,0,0.0,17.0,0.0,0.0,0,1.0,0.0,0,0,1,0,0.999990623,0.999990623,0,8,0.0,-0.671438467,-0.945023373,0,0,0,17.0,0,0,1,0,ON TASK,0,0,0.999990623,0.999990623,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-70,stuZdzt2zw,N,1.0,0.0,0,0,0,0,0,0.0,10.5,-0.141269187,-0.082716195,-0.506570567,0.0,1.0,0,0.0,8.958823529,0.0,0.0,0,0.0,0.0,0,0,1,0,1.0,1.0,0,10,-0.246838203,0.030017912,-0.090733247,0,2,0,11.11764706,0,0,0,0,ON TASK,0,0,1.0,1.0,0.0,-0.0,0,0,0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-71,stuZ6dkan1,N,1.0,0.0,0,0,0,0,0,0.0,15.0,0.182130584,0.067458016,-0.655577045,0.0,0.0,0,0.0,26.625,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999999919,0.999999919,0,15,0.182130584,0.067458016,-0.655577045,0,0,0,26.625,0,0,0,0,ON TASK,0,0,0.999999919,0.999999919,0.0,0.0,0,0,0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-72,stuZp2z1xx,N,0.333333333,0.333333333,0,0,0,0,0,0.0,6.666666667,-0.19379945,-0.585876568,-1.072825601,0.666666667,2.666666667,0,7.666666667,7.777777778,0.0,0.0,0,0.333333333,0.0,0,0,0,0,0.305018962,0.305018962,0,11,0.244975557,-1.108570283,-0.635353423,1,1,17,6.083333333,0,0,1,0,ON TASK,0,1,0.0,0.0,16.831683168316832,4.164584469,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-74,stuZvj7632,N,0.0,0.0,0,0,0,0,0,1.0,5.75,-0.661031135,-1.405590894,-1.172274039,1.0,5.5,0,2.0,6.857463768,3.0,4.25,0,2.75,0.75,0,0,0,0,-1.0,0.997184936,1,16,-0.146300636,-2.497823904,-2.740207566,1,7,8,6.24,3,5,2,0,ON TASK,1,1,-0.0,0.0,1.1412268188302426,-1.170405088,3,5,-7.493471712,-13.70103783
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-75,stuZ75arc5,N,0.0,0.0,0,0,0,0,0,1.0,23.0,0.722728702,8.653715083,9.076373539,1.0,3.0,0,0.0,23.81818182,2.0,2.0,0,3.0,0.0,0,0,0,0,-1.0,0.999975584,1,23,0.722728702,8.653715083,9.076373539,1,3,0,23.81818182,2,2,3,0,ON TASK,1,1,-0.0,0.0,0.0,0.0,2,2,17.307430166,18.152747078
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-76,stuZu7hfhw,N,0.0,0.0,0,0,0,0,0,1.0,14.0,-0.384375375,-0.619584783,-1.5525021,1.0,35.0,0,16.0,20.63911383,3.0,5.0,0,3.0,0.666666667,0,0,0,0,-1.0,0.99999998,1,26,0.108124325,-2.0150006,-1.265210608,1,36,17,20.62857143,3,5,4,1,ON TASK,1,1,-0.0,0.0,0.4720910858094974,1.8381135249999998,3,5,-6.0450018,-6.326053040000001
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-78,stuZf5hc3l,N,0.0,0.0,0,0,0,0,0,1.0,9.666666667,-0.099103057,-0.072084935,-0.458398786,1.0,6.0,0,1.666666667,12.16720085,3.0,4.666666667,0,1.666666667,0.0,0,0,0,0,-1.0,0.999997716,1,15,0.351345415,-0.043931906,-0.016913784,1,7,5,17.9375,3,5,1,0,ON TASK,1,1,-0.0,0.0,0.7132667617689016,1.756727075,3,5,-0.131795718,-0.08456892
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-8,stuZtw1yyx,N,0.0,0.0,0,0,0,0,0,0.5,11.0,-0.05266964,-1.013992283,-0.644086232,1.0,1.5,0,4.5,17.88392857,0.5,0.5,0,1.5,0.0,0,0,0,0,-1.0,0.411535664,1,14,0.18416295,-1.222419546,-0.637289471,1,2,5,17.625,1,1,2,0,ON TASK,1,1,-0.0,0.0,2.4875621890547266,0.9208147499999999,1,1,-1.222419546,-0.637289471
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-80,stuZ4yabys,N,1.0,0.0,0,0,0,0,0,0.0,17.66666667,0.528616286,-0.908985185,-1.102240973,0.0,6.333333333,0,0.0,10.17821068,0.0,0.0,0,0.0,0.0,0,0,1,0,1.0,1.0,0,45,2.247712757,-1.040412793,-0.912996929,0,0,0,15.27272727,0,0,0,0,ON TASK,0,0,1.0,1.0,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-81,stuZlawq0v,N,1.0,0.0,0,0,0,0,0,0.0,11.0,-0.227195467,-1.172618881,0.680272224,0.0,0.0,0,0.0,19.83333333,0.0,0.0,0,1.0,0.0,0,0,1,0,0.999999128,0.999999128,0,11,-0.227195467,-1.172618881,0.680272224,0,0,0,19.83333333,0,0,1,0,ON TASK,0,0,0.999999128,0.999999128,0.0,-0.0,0,0,-0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-82,stuZz2vfqg,N,1.0,0.0,0,0,0,0,0,0.0,8.75,-0.386737293,-1.05241681,-1.358887026,0.0,3.5,0,0.0,8.983516484,0.0,0.0,0,0.0,0.0,0,0,1,0,1.0,1.0,0,26,0.372881356,-1.919830528,-2.289534032,0,0,0,21.61538462,0,0,0,0,ON TASK,0,0,1.0,1.0,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-83,stuZtw1yyx,N,0.0,0.0,0,0,0,0,0,1.0,6.666666667,-0.359936991,4.597269625,15.29324294,1.0,14.0,0,8.333333333,20.979439,3.0,4.0,0,3.666666667,1.0,0,0,0,0,-1.0,0.556962602,1,9,-0.165135206,-1.246783933,14.70280914,1,15,13,20.11111111,3,5,4,1,ON TASK,1,1,-0.0,0.0,0.866089273817455,-2.146757678,3,5,-3.740351799,73.5140457
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-84,stuZbju6cm,N,1.0,0.0,0,0,0,0,0,0.0,10.0,-0.172609073,-1.109729672,-2.168762372,0.0,1.5,0,0.0,9.890909091,0.0,0.0,0,0.0,0.0,0,0,1,0,0.999999999,0.999999999,0,15,-0.039648652,-0.923231056,-1.875143877,0,1,0,13.18181818,0,0,0,0,ON TASK,0,0,0.999999999,0.999999999,0.0,-0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-85,stuZy5vvzo,N,0.0,0.5,0,0,0,0,0,0.5,11.0,0.013509061,6.640750221,13.36055811,1.0,2.5,0,4.5,26.14375,0.5,0.5,0,2.5,0.0,0,0,0,0,-1.0,0.99999998,1,12,0.097968149,-0.980070104,13.73497536,1,3,5,25.6875,1,1,3,0,ON TASK,1,1,-0.0,0.0,1.6611295681063125,0.489840745,1,1,-0.980070104,13.73497536
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-89,stuZx59mub,N,0.0,0.0,0,0,0,0,0,1.0,26.0,1.280395387,0.462822625,2.179022515,1.0,22.0,0,18.0,16.93548387,3.0,5.0,0,3.0,1.0,0,0,0,0,-1.0,0.99999993,1,26,1.280395387,0.462822625,2.179022515,1,22,18,16.93548387,3,5,3,1,ON TASK,1,1,-0.0,0.0,0.8178100863243979,23.047116966,3,5,1.388467875,10.895112575
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-90,stuZ42oy6x,N,1.0,0.0,0,0,0,0,0,0.0,22.0,0.954063786,-1.403213583,-2.675058243,0.0,0.0,0,0.0,21.5,0.0,0.0,0,0.5,0.0,0,0,1,0,0.888286674,0.888286674,0,34,2.125,-1.212520235,-2.5094737,0,0,0,34.0,0,0,0,0,ON TASK,0,0,0.888286674,0.888286674,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-91,stuZqof4gv,N,1.0,0.0,0,0,0,0,0,1.0,11.0,0.411612267,3.30774377,3.759630051,0.0,0.0,0,0.0,12.59992888,1.5,2.0,0,0.5,0.0,0,0,1,0,-1.0,0.999999999,1,13,0.665840357,3.365612979,4.027596588,0,0,0,12.60526316,0,0,0,0,ON TASK,1,0,-1.0,0.999999999,0.0,0.0,0,0,0.0,0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-94,stuZcqzzcc,N,0.0,0.0,0,0,0,0,0,1.0,10.0,-0.194424382,6.039981039,11.58084937,1.0,2.0,0,10.0,11.05263158,1.0,1.0,0,1.0,0.0,0,0,0,0,-1.0,0.925585903,1,10,-0.194424382,6.039981039,11.58084937,1,2,10,11.05263158,1,1,1,0,ON TASK,1,1,-0.0,0.0,4.975124378109453,-1.94424382,1,1,6.039981039,11.58084937
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-95,stuZdzt2zw,N,1.0,0.0,0,0,0,0,0,0.25,6.75,-0.30531933,-0.804499548,-0.546324854,0.0,0.5,0,0.0,10.87505972,0.0,0.0,0,0.0,0.0,0,0,1,0,0.988464307,0.988464307,0,22,1.0,-2.221277318,-2.040949449,0,0,0,29.5,0,0,0,0,ON TASK,0,0,0.988464307,0.988464307,0.0,0.0,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-98,stuZa66jjy,N,0.5,0.0,0,0,0,0,0,0.5,11.0,0.159393294,-1.265292836,-1.671627576,0.5,1.0,0,4.0,11.22727273,0.0,0.0,0,0.0,0.0,0,0,0,0,-1.0,0.348681068,1,13,0.318786589,-0.81067694,-1.711627576,1,2,8,12.45454545,0,0,0,0,ON TASK,1,1,-0.0,0.0,3.9800995024875627,2.550292712,0,0,-0.0,-0.0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-99,stuZvj7632,N,1.0,0.0,0,0,0,0,0,0.0,5.0,-0.383142292,-0.995182575,-1.166927192,0.0,1.0,0,0.0,9.868421053,0.0,0.0,0,0.0,0.0,0,0,1,0,1.0,1.0,0,6,0.4,-1.932569168,-1.655789132,0,0,0,7.333333333,0,0,0,0,ON TASK,0,0,1.0,1.0,0.0,0.0,0,0,-0.0,-0.0
